leg1.joint1.angle,leg1.joint2.angle,leg1.joint3.angle,leg2.joint1.angle,leg2.joint2.angle,leg2.joint3.angle,subject,condition,replication,time,x,y
9.66883480676382,15.9638281049061,7.19913769926409,8.25919030975103,15.875774733996,6.78962750446774,1,1,1,23,-1.2553144,16.274443
9.99598863753492,15.5095050785406,6.41771628526746,8.55831948892779,15.3774560115135,5.83579255705346,1,1,1,24,-1.3468535,15.887394
10.2850268563759,15.0221111187268,5.62164782006434,8.77234758712057,14.8521902520854,4.89073645047976,1,1,1,25,-1.3642044,15.479766
10.5167434298412,14.4888992931097,4.80252188933723,8.92208004725081,14.2999745696545,3.94709619524257,1,1,1,26,-1.3450247,14.973925
10.6798765217918,13.913364693621,3.9602619848314,9.04088853204175,13.7214235048653,3.00017779926162,1,1,1,27,-1.2473328,14.455608
10.776363763687,13.3145927902741,3.10148691484104,9.16455197264845,13.1195050405629,2.05146982154934,1,1,1,28,-1.1468787,13.993
10.8230752799626,12.7218410807098,2.23668676902787,9.31822332183889,12.4998821201325,1.1090843320225,1,1,1,29,-1.04307,13.534778
10.8490623025019,12.1672742340122,1.37803466201564,9.50726288873674,11.8699023972651,0.184792007531932,1,1,1,30,-0.9385745,12.996406
10.8888394908172,11.6788660694269,0.538376336013018,9.7162776081954,11.236850195785,-0.710932009745469,1,1,1,31,-0.70600224,12.459156
10.9734533858648,11.273941101067,-0.269562436448029,9.91606992444548,10.6065478233964,-1.57304453886924,1,1,1,32,-0.3725359,11.985147
11.1222727683595,10.9544855768689,-1.03431320397919,10.0752629877935,9.98333121599536,-2.40271497998672,1,1,1,33,-0.19491793,11.545742
11.3381832287999,10.7055369916026,-1.74681330195689,10.1736810062759,9.37217526592569,-3.2037866484444,1,1,1,34,-0.04068559,11.071193
11.6080838059308,10.4986056630373,-2.40118547667258,10.2147129330108,8.78243232424012,-3.97703453861066,1,1,1,35,-0.05255931,10.639858
11.9078446430606,10.2995313097836,-2.99548993750321,10.2306897704947,8.23027997737679,-4.7164298847409,1,1,1,36,-0.058513295,10.245353
12.209852487462,10.0778926270464,-3.53311638347058,10.2758943009856,7.73676586449352,-5.41048702350271,1,1,1,37,-0.048168555,9.86956
12.4900832910222,9.81339978633737,-4.02503374864055,10.4062424486011,7.32103495537964,-6.0485165660258,1,1,1,38,-0.037691105,9.586335
12.7320117086872,9.49690952034824,-4.49189317899861,10.6551713358989,6.99254815820073,-6.62813367204914,1,1,1,39,-0.13251776,9.302907
12.9259139314612,9.12684969921634,-4.96342437336748,11.0186351716551,6.74742940232696,-7.15955578238575,1,1,1,40,-0.11336937,8.967749
13.0655503811932,8.70483785102328,-5.47331765747676,11.456386809842,6.57160899435642,-7.66395928605308,1,1,1,41,-0.25139463,8.556805
13.1460977845071,8.23404733126529,-6.05033101353685,11.9076052925569,6.44896887139178,-8.16637041278831,1,1,1,42,-0.32542917,8.11698
13.16619316452,7.72172448417734,-6.70940542487749,12.3126191630814,6.36928796761605,-8.68654367936129,1,1,1,43,-0.30798385,7.670002
13.1332205111284,7.18412366752973,-7.44685015508802,12.632193118842,6.33221803789163,-9.23156491413887,1,1,1,44,-0.42643258,7.140472
13.0674845177509,6.65003896719671,-8.24153731177337,12.8572817688687,6.34652323867223,-9.79341367927604,1,1,1,45,-0.5627425,6.5893927
13.0003357185829,6.15940793396351,-9.06159730046958,13.0070727448716,6.42621753576331,-10.3523895659945,1,1,1,46,-0.71141857,6.152162
12.9648738434268,5.75638575055429,-9.87379358349743,13.1165206164418,6.58525115993888,-10.8853249597731,1,1,1,47,-0.66448843,6.080434
12.9832333116551,5.47976542993194,-10.6520905273595,13.2193702439353,6.83251618158635,-11.3747189220335,1,1,1,48,-0.60192436,5.732257
13.0573998290641,5.35479975674023,-11.3827374116337,13.333066043136,7.16950564902787,-11.8143464688226,1,1,1,49,-0.38230032,5.5452366
13.167915694298,5.389025118067,-12.0651752994118,13.4512926165184,7.59318493436589,-12.2085842132178,1,1,1,50,-0.24059846,5.2819304
13.2808656776389,5.5739571552248,-12.7083985230759,13.5472482865266,8.10433094042472,-12.5656490486694,1,1,1,51,0.063297465,5.352915
13.3586670868124,5.89264513865258,-13.3236540332684,13.5848618620305,8.71605069977958,-12.8886442782771,1,1,1,52,0.34575972,5.1326675
13.3699760320298,6.3310765559041,-13.9158107099446,13.5313137541662,9.45564864875526,-13.1693071582207,1,1,1,53,0.6347879,5.133248
13.2951403016388,6.88818355536565,-14.4776918375922,13.3644140806137,10.3581330222099,-13.3879329746322,1,1,1,54,0.87979555,5.188737
13.1265216547123,7.58002589478098,-14.9897565014564,13.073426714353,11.4559620401862,-13.5190308046027,1,1,1,55,1.2207927,5.2634416
12.8647214184875,8.43679373783357,-15.4242818676795,12.6550755128261,12.7713654285267,-13.5388891273977,1,1,1,56,1.652483,5.3370028
12.5134998818181,9.49610722172396,-15.7506474213371,12.1076823682969,14.3148460059962,-13.430278827958,1,1,1,57,2.079925,5.3716288
12.0757824975772,10.7967452678973,-15.9395019153634,11.4260394189493,16.0901835969371,-13.1819077150453,1,1,1,58,2.6415837,5.3304353
11.551542315642,12.3750772821921,-15.9650315726821,10.5989665029481,18.1020527273004,-12.7847711711422,1,1,1,59,3.3107193,5.4484544
10.9360066503063,14.2631328263804,-15.8053530638015,9.61034130177201,20.3604434268419,-12.2295722284565,1,1,1,60,4.187681,5.3640537
10.2162240698478,16.4860803587352,-15.4416760937995,8.44321827177677,22.8774904073443,-11.5078996643001,1,1,1,61,4.8968077,5.0575213
9.36586691725564,19.0577507465197,-14.8575222527137,7.08712371003211,25.6576676559158,-10.6160751466046,1,1,1,62,5.4997344,4.940472
8.34120420745383,21.9744939396765,-14.0394249935613,5.54925487780681,28.6881244342332,-9.55820622657802,1,1,1,63,6.1215177,4.8474545
7.08232879174078,25.2077784956479,-12.9803473009284,3.86990904963316,31.9357549258764,-8.34549871292095,1,1,1,64,6.767164,4.6908445
5.52485439010251,28.6990438595619,-11.6855273848389,2.13716226398816,35.3508906252054,-6.99193006550603,1,1,1,65,7.3924966,4.523995
3.62528801402806,32.3622770208811,-10.1783545045567,0.489412109052944,38.8714236386367,-5.5100837026606,1,1,1,66,8.034851,4.3059077
1.39909880804912,36.0988263148276,-8.50181250331654,-0.905967497606183,42.4235359303525,-3.91184811715943,1,1,1,67,8.741375,4.1095223
-1.03917852831274,39.8179235805784,-6.71291321414669,-1.89390265202351,45.9212971588975,-2.21415806340616,1,1,1,68,9.465505,4.1722684
-3.45587247698979,43.4496536304604,-4.87107584261202,-2.37306492698187,49.2698415393766,-0.444169527265306,1,1,1,69,10.058571,4.640146
-5.52488710374946,46.9412777620136,-3.02548085311582,-2.32003780325855,52.3731271689795,1.36144954977605,1,1,1,70,10.555432,5.3346195
-6.9071079255906,50.2415786395572,-1.20645344924632,-1.78840189654835,55.1443494095649,3.16353088912697,1,1,1,71,10.848804,6.079415
-7.35281653461582,53.2864757975931,0.575798818342987,-0.887987264657892,57.5155669431069,4.92925585682155,1,1,1,72,10.929935,6.679458
-6.77931628786848,55.996580416613,2.32589912854503,0.248542456961958,59.4425498596149,6.63821297415023,1,1,1,73,10.954548,7.2106085
-5.28997102216459,58.2879054710805,4.05397469451553,1.49879012988496,60.9029886686419,8.28333898691184,1,1,1,74,10.962044,7.7232857
-3.13831833328374,60.0882937809973,5.76674682356608,2.77353649370972,61.8895700956074,9.86694393194152,1,1,1,75,11.001338,8.283588
-0.653531168587316,61.3515242742186,7.46214106292964,4.02370831337154,62.4025574805312,11.3938341819559,1,1,1,76,11.068739,8.781052
1.84531892009977,62.0634848562591,9.12830050425049,5.23255386724149,62.4452949723391,12.8639167483428,1,1,1,77,11.114382,9.283279
4.11955760201913,62.2392506381526,10.7454767376461,6.39823161044489,62.0235546245993,14.2671986641039,1,1,1,78,11.088938,9.861345
6.04229895148351,61.9130836600482,12.2893117521932,7.51453695430125,61.1478840814984,15.5833595293287,1,1,1,79,11.04371,10.431387
7.59080545263784,61.1267847900531,13.7352143647091,8.55681029538237,59.8368088133806,16.7864883619519,1,1,1,80,10.887568,11.032497
8.81227376277989,59.9207551104612,15.0640213355277,9.47713152008876,58.1184027982331,17.8525123520741,1,1,1,81,11.012473,11.563221
9.78420867721314,58.329795196781,16.267122041955,10.2102620022775,56.0283628050208,18.7661896745556,1,1,1,82,11.147478,12.100642
10.5801240791827,56.3827045446891,17.3475442332818,10.687205447342,53.6056197209817,19.5259306921094,1,1,1,83,11.148758,12.622134
11.2459525734463,54.1034877698194,18.3152697625637,10.852664120474,50.8880861875198,20.1454120696467,1,1,1,84,11.247902,13.191744
11.7872018493734,51.5121766601781,19.1784562862435,10.6823341523439,47.9110792174827,20.6509495231155,1,1,1,85,11.350222,13.727811
12.168229213797,48.6241344264746,19.9348820223816,10.1957055534731,44.708612263373,21.0733492718741,1,1,1,86,11.327323,14.229012
12.3244732949431,45.448011830759,20.567416460326,9.45843054375266,41.3151686949094,21.4357791866892,1,1,1,87,11.274178,14.848358
12.1872761191101,41.9844246879699,21.0459592992966,8.56983741548936,37.7646530091182,21.7419516349255,1,1,1,88,11.233404,15.501007
11.7146931060395,38.2277070571179,21.3346154459346,7.63858686296595,34.0859462143506,21.9709392809187,1,1,1,89,11.014643,16.101276
10.9184406305504,34.1730798795122,21.4014240254298,6.75793504414874,30.2988295023718,22.0825529178335,1,1,1,90,10.766664,16.56092
9.87678184444612,29.8313882161959,21.2283372525001,5.99133791148207,26.4158064845798,22.0333259057308,1,1,1,91,10.194487,17.060219
8.72566748427558,25.2536822800298,20.8210523060675,5.36936556387228,22.4535071264826,21.7971197795458,1,1,1,92,9.448935,17.392681
7.62873227169763,20.5608891043989,20.2167911113387,4.89538975893028,18.4545042059867,21.3814831199953,1,1,1,93,8.614747,17.76492
6.73681116787959,15.9606891215817,19.485746243109,4.55667925702583,14.5134443826514,20.833443814926,1,1,1,94,7.5694075,17.894579
6.1529760498324,11.7221954739217,18.7207815588408,4.33878526594545,10.7903979481749,20.2317513681936,1,1,1,95,6.258956,16.693443
5.91305178791177,8.10860455728021,18.0174364897789,4.23774207844186,7.49609665507421,19.6694256547295,1,1,1,96,6.727315,14.4373865
5.98441922122409,5.30968484170887,17.4525876741255,4.26413671860614,4.84890592113395,19.2325933747418,1,1,1,97,6.9259877,13.20186
6.27631083137266,3.41263602912583,17.0700419490993,4.43500571256506,3.02356703577903,18.9821656181224,1,1,1,98,6.941821,12.349786
6.65686294616893,2.40681345919481,16.8752781904049,4.75437312887512,2.10996833854387,18.9411959698065,1,1,1,99,6.8503885,12.187946
6.97493437638333,2.20045193455249,16.8380397843481,5.190550106662,2.09105355927314,19.0899714212741,1,1,1,100,6.88665,12.185949
7.04576685043939,2.29475895203545,16.8530209827629,5.35888050937361,2.27791849536491,19.1779191506466,1,1,2,0,6.7818365,12.296707
7.05738202695889,2.93614934155092,16.9382616959754,5.81560253981807,3.2532474913506,19.4857780898194,1,1,2,1,6.723507,12.524981
6.74580415914592,3.99605155637715,17.0361014776576,6.13286828553988,4.69809489117752,19.8112854013776,1,1,2,2,6.862159,13.063847
6.12237264343092,5.32094205076265,17.0945923526907,6.17413677523568,6.35718136312747,20.0723408167483,1,1,2,3,6.8461866,13.605512
5.28724439172562,6.80001450025953,17.0865295833831,5.84857634567306,8.01041562343072,20.2109077097049,1,1,2,4,6.740766,14.316402
4.40049399178791,8.36113153681407,17.0084628124719,5.15238890028991,9.51617147727723,20.2033977197166,1,1,2,5,6.6347685,15.095914
3.63364939443703,9.95185834977055,16.8699493582256,4.18538639813743,10.8261837886318,20.0598493473551,1,1,2,6,6.1533113,16.577267
3.12173350755839,11.519806752949,16.6787311048938,3.13023404170903,11.9698319233117,19.8128394470188,1,1,2,7,5.7710743,17.00697
2.9350875538977,13.0033878970375,16.4292905442189,2.2002242034392,13.0174735626358,19.5006599254397,1,1,2,8,5.0727005,17.354733
3.07448209079399,14.3349052953254,16.0997901816972,1.5758251502687,14.0374866846836,19.1509689376646,1,1,2,9,4.319963,17.63926
3.48569673702757,15.4529674269789,15.6595426817992,1.35784690270798,15.0643695739122,18.7720153001453,1,1,2,10,3.5756712,17.789192
4.08360447573204,16.3180897891163,15.083330652179,1.55235460633127,16.0875045731475,18.3539276519555,1,1,2,11,2.9644766,17.881115
4.77799050479865,16.923139494369,14.3649556920139,2.08860533874706,17.0609319622818,17.8775025535937,1,1,2,12,2.3793144,17.915897
5.49255589947628,17.2916782607605,13.5220967089448,2.85443924092059,17.9236730265137,17.3241170994339,1,1,2,13,1.8936374,17.840181
6.17392638614917,17.4645732919139,12.5900489518412,3.73314910735976,18.6195415390263,16.6817537873177,1,1,2,14,1.4893523,17.845049
6.79183457321367,17.4825727985223,11.6080223308987,4.62914968547586,19.1096199840289,15.9457955809005,1,1,2,15,1.1367354,17.730455
7.33489203509432,17.3737223921003,10.6056571381939,5.47923129350797,19.3768475855282,15.1164941139699,1,1,2,16,0.8574586,17.587612
7.80461166516002,17.1500480298324,9.59641687607203,6.25231789746189,19.4252563905821,14.1966607413403,1,1,2,17,0.55870765,17.400755
8.21001706068465,16.8127855659514,8.58017192186543,6.94155794196349,19.2755971845821,13.1918776289845,1,1,2,18,0.29595423,17.185755
8.5638391377706,16.3632681977773,7.55298675397273,7.55337766678479,18.9595739713952,12.1132520367053,1,1,2,19,0.03302214,16.879557
8.88017746216765,15.8142627017257,6.51796013449095,8.09707450340271,18.5146253053707,10.9806246535498,1,1,2,20,-0.2042046,16.474733
9.17152123491236,15.1960162843382,5.49041630250059,8.57777863730066,17.980236845882,9.82332372418351,1,1,2,21,-0.26723686,16.106018
9.4442362661167,14.5522054523359,4.49351429429291,8.99376942109741,17.3948799933233,8.67673657493256,1,1,2,22,-0.42374402,15.779067
9.69521042775234,13.9271017750282,3.54741418998537,9.33832615337056,16.7925948110577,7.57513928759278,1,1,2,23,-0.70627064,15.346657
9.91330480412504,13.3508696218493,2.65972883456756,9.60480547766633,16.1994274914545,6.54367740808944,1,1,2,24,-0.76914954,14.958447
10.0852241077442,12.8313738192689,1.8233636053133,9.79255003992003,15.6311383452019,5.59323842454972,1,1,2,25,-0.7680727,14.653383
10.2030331730608,12.3565353361515,1.02188627080075,9.91120585109062,15.0927319448348,4.71964930703418,1,1,2,26,-0.76951814,14.31023
10.2701352563892,11.9048917133604,0.237797835813353,9.98166774723076,14.5800342743456,3.90661977362378,1,1,2,27,-0.7361606,13.933992
10.3035680691658,11.4580651260122,-0.540836495395931,10.033293453409,14.082804486978,3.13006935276892,1,1,2,28,-0.61173296,13.550678
10.3311847852915,11.009272423652,-1.31737205777488,10.0977018098608,13.5893256085869,2.3631132728529,1,1,2,29,-0.47975054,13.108859
10.3848077196354,10.5657869856529,-2.08640377701982,10.2010496952201,13.0916683668399,1.58206787916455,1,1,2,30,-0.17686091,12.678409
10.4917738916707,10.1453960017667,-2.83574690288855,10.3568132355169,12.5897891701697,0.773417798257377,1,1,2,31,0.1268846,12.208539
10.6678895213057,9.76874035583016,-3.55028640481196,10.5609608507006,12.0914939218149,-0.0613127926346354,1,1,2,32,0.35265574,11.824629
10.9137898320778,9.45054697913021,-4.21735957791825,10.7908878591278,11.6072293645642,-0.906258563597315,1,1,2,33,0.63817,11.33596
11.2158058541142,9.19409829475575,-4.83177298452089,11.0103188536667,11.1428949413898,-1.7380131367913,1,1,2,34,1.0632405,10.9564085
11.5504587857617,8.9909907472364,-5.3983065446702,11.1804139857249,10.6962126054273,-2.53431932162342,1,1,2,35,1.194768,10.5624895
11.8907615411164,8.82531485905616,-5.93023186092249,11.2740389501726,10.2597520166198,-3.27993826446172,1,1,2,36,1.2761018,10.291734
12.2121919467633,8.6790347924295,-6.4447818295134,11.2868682316666,9.82778899992894,-3.96828805707674,1,1,2,37,1.0248181,9.92407
12.4967936557755,8.5359564145012,-6.95812654653036,11.2391058366605,9.40173618960562,-4.60016140933559,1,1,2,38,0.76759416,9.499309
12.7343262628853,8.38319527298483,-7.48299857409026,11.1676358397668,8.99183074522732,-5.18154463487584,1,1,2,39,0.45057577,9.034341
12.9209345266727,8.21150595837565,-8.0295181036431,11.1126479284224,8.61645883367939,-5.72140514428075,1,1,2,40,0.27662244,8.590641
13.0572895738417,8.01649341406014,-8.60690050256968,11.1048702060789,8.30032691539566,-6.23021775735308,1,1,2,41,0.042720847,8.166641
13.1476074175589,7.80114966168699,-9.22309241808004,11.1573998215534,8.07016999644667,-6.71952829580806,1,1,2,42,-0.015138529,7.7057037
13.1990659179362,7.57817071695413,-9.88111419069773,11.2644174889847,7.94756886288479,-7.20189720781895,1,1,2,43,-0.060144998,7.278519
13.2206869031156,7.37023991283639,-10.5740625882499,11.4059946674274,7.94153608183317,-7.68986525838434,1,1,2,44,-0.060989685,7.024378
13.2214721637985,7.20645870294001,-11.2834933342995,11.5560141670719,8.04535644328216,-8.19339641280872,1,1,2,45,-0.047699124,6.705198
13.2085623694268,7.11552431697891,-11.9838986684877,11.6897268412012,8.23930477687433,-8.71678203206889,1,1,2,46,0.05188768,6.4349103
13.1858393158636,7.11817920550586,-12.6512157231839,11.7893136906682,8.49808649039342,-9.25708237073551,1,1,2,47,0.18531659,6.216273
13.1529036984551,7.22222186640124,-13.2703420170821,11.847077563317,8.79968379656983,-9.80516250833915,1,1,2,48,0.40228084,6.0964527
13.1043468397483,7.42174223255707,-13.8388570425118,11.8657040677043,9.13312301579883,-10.3488781779251,1,1,2,49,0.50673944,5.868247
13.0297218549729,7.70125976180215,-14.366579868376,11.8558506756772,9.50380554010424,-10.8765808571371,1,1,2,50,0.62392974,5.7843337
12.9143537972188,8.04349126741089,-14.8716950377805,11.8313291877703,9.93519792326799,-11.3795519989829,1,1,2,51,0.793698,5.7194514
12.7411464558735,8.43884047231523,-15.3731841883536,11.8026815200188,10.4666682943807,-11.8520680338396,1,1,2,52,1.0839611,5.568044
12.4929309869903,8.89358676425761,-15.8807657510429,11.7704417991473,11.1483217096982,-12.2880527475262,1,1,2,53,1.3791783,5.523752
12.15485117224,9.43441943079867,-16.3850267232234,11.7205514829858,12.0349429233915,-12.6748485043553,1,1,2,54,1.6676986,5.442381
11.7164812352637,10.1074205617453,-16.8525355717144,11.6235045462138,13.1805719255529,-12.9864681482423,1,1,2,55,2.1344173,5.4112964
11.1732890081752,10.9709915676156,-17.2298770244611,11.4375089938639,14.6340494977992,-13.1804637362341,1,1,2,56,2.5937157,5.4756837
10.5265630242911,12.0835886965359,-17.4581010692748,11.1142329864797,16.4347814680166,-13.2015544161314,1,1,2,57,3.0207055,5.4690995
9.78160509174852,13.4912784137503,-17.4920033316658,10.6056627355523,18.6085260747026,-12.9928166778485,1,1,2,58,3.647268,5.410171
8.94410490603269,15.2213330979363,-17.3145497302015,9.87056478007406,21.1627696133512,-12.5109561388676,1,1,2,59,4.540277,5.2422156
8.01485679462471,17.2845594787539,-16.9377672560285,8.87972802125594,24.0826050804395,-11.7395910140773,1,1,2,60,5.179044,4.9971633
6.98311599191861,19.6823871792688,-16.3891294472446,7.62048923854978,27.3286566405458,-10.6952412584294,1,1,2,61,5.7321844,4.870911
5.82084767866058,22.4110576033657,-15.6907850339318,6.10232959879359,30.840049399123,-9.42292027969226,1,1,2,62,6.3749743,4.759238
4.48141241119913,25.4572369733238,-14.8430189736664,4.36696254557761,34.5419566998062,-7.98326271444539,1,1,2,63,6.975068,4.5985312
2.90728884731126,28.7867767392905,-13.8216210280409,2.50280098072915,38.3536501901791,-6.43571194837632,1,1,2,64,7.643062,4.3915715
1.04963287910246,32.336522304594,-12.5905883353234,0.653897249596322,42.1918493236222,-4.82527774167795,1,1,2,65,8.330898,4.2025104
-1.09846817894139,36.0209891192012,-11.1235852097425,-0.99274143622917,45.9698795686939,-3.17820221025465,1,1,2,66,8.995019,4.035476
-3.46052077694935,39.7526288183413,-9.4217059370682,-2.2481488469123,49.5981018557467,-1.50701575968389,1,1,2,67,9.685464,4.3873816
-5.84370451257492,43.4592835166915,-7.5190929540551,-2.97466608788082,52.9891099110897,0.180469633911786,1,1,2,68,10.276676,4.967484
-7.94718371549482,47.0832063241633,-5.47548612773412,-3.12254919121485,56.0661366274899,1.87487846609542,1,1,2,69,10.616009,5.7384996
-9.43035262963559,50.564907214886,-3.36211576387874,-2.73611021158997,58.7710980150132,3.56515641460124,1,1,2,70,10.783349,6.364174
-10.0211970508441,53.8284088443232,-1.24660827109148,-1.931104296776,61.0683817655205,5.24255232495415,1,1,2,71,10.837083,6.915391
-9.60567078510769,56.781389976028,0.818721544314525,-0.858635908305013,62.942704031275,6.90334898629393,1,1,2,72,10.923156,7.3538384
-8.25541575450047,59.3297938467697,2.80228488613735,0.333902505391761,64.3912984935725,8.54659037355487,1,1,2,73,10.965278,7.767755
-6.19435955314214,61.3953231310362,4.69092596334631,1.53483197246742,65.4152192408567,10.1685432019583,1,1,2,74,10.980966,8.149917
-3.7296607234661,62.9262578721981,6.48245043414648,2.68624082610607,66.0148448959408,11.7592422727948,1,1,2,75,11.029237,8.558022
-1.17179567591968,63.8994250793021,8.1779746041771,3.78289360711563,66.1910368302963,13.3044541059401,1,1,2,76,11.180499,9.02108
1.23221915409922,64.3174813077065,9.77802438464103,4.85267985019496,65.9481645012184,14.7906925025033,1,1,2,77,11.176678,9.348877
3.33360989181464,64.203702386197,11.2824047845238,5.92651525874195,65.294662126356,16.2080550456615,1,1,2,78,11.141801,9.808604
5.08133836539009,63.5953097568012,12.6916072778678,7.01025151938998,64.2407886295869,17.5484651341638,1,1,2,79,11.149169,10.301191
6.4964518474781,62.5349665211414,14.0076396076798,8.06972673506389,62.7960821160107,18.8014886066197,1,1,2,80,11.130652,10.772946
7.63803849111251,61.0617560003425,15.232951767695,9.03203137529714,60.9686776486683,19.9518448436041,1,1,2,81,11.024103,11.247882
8.57303777977108,59.2042515172167,16.3672356790669,9.80214573384954,58.7672127642984,20.9809855141518,1,1,2,82,11.043122,11.827602
9.35484360679794,56.9789118063622,17.4036597795884,10.2888118572112,56.205182905406,21.8716549047664,1,1,2,83,11.060685,12.358201
10.0096530873072,54.3941038382116,18.3268389623484,10.4319819833324,53.3066815001003,22.6126135655213,1,1,2,84,11.201524,12.933075
10.5297727523045,51.4573228171382,19.1142841433177,10.2218597979353,50.1107754176835,23.2008158753769,1,1,2,85,11.217522,13.603943
10.8754474928676,48.1813517078953,19.7410129795944,9.70197755870645,46.6709711387886,23.6398210664897,1,1,2,86,11.314351,14.166134
10.9876549699584,44.58676167393,20.1855636849725,8.95648923942605,43.0490648414276,23.9355376716057,1,1,2,87,11.36264,14.772439
10.8099821337271,40.7009929106783,20.4345579451271,8.08885210330667,39.3059685459086,24.0919362626398,1,1,2,88,11.233218,15.515716
10.3139954517821,36.5572333700256,20.4841422135848,7.20095488977165,35.4927504015489,24.1090560282645,1,1,2,89,11.001448,16.199703
9.51972837068761,32.1969136977354,20.3386153419186,6.3782972460798,31.6437053650508,23.983585201134,1,1,2,90,10.699299,16.68621
8.50484055919512,27.6782717968068,20.0092060458356,5.68293658586116,27.7751467026896,23.711539935182,1,1,2,91,10.08127,17.138182
7.39587388182073,23.0899769444698,19.516295078475,5.15153591839479,23.8946111893886,23.2929121969025,1,1,2,92,9.355178,17.484219
6.34227800524684,18.5642206245017,18.8962900869295,4.79627279827032,20.0226434716329,22.7380367119318,1,1,2,93,8.539341,17.767012
5.48107472609493,14.2783264182707,18.2091133567835,4.60705731552977,16.2202943018677,22.0744390103018,1,1,2,94,7.4817343,17.81099
4.90646320320724,10.4349138961246,17.5379817364413,4.55698719908525,12.6072318972457,21.3509511534646,1,1,2,95,6.2439165,16.946835
4.65361014124884,7.22434723201667,16.9762544719194,4.61134528445563,9.35703663596936,20.6356186426172,1,1,2,96,6.894643,14.830402
4.70020673390317,4.78761089626651,16.6040251285567,4.73775711145598,6.66530489440669,20.0047146833332,1,1,2,97,6.9716334,13.519395
4.97912198490658,3.19505695735228,16.4652681130772,4.91231641973328,4.70256343544008,19.5252827079994,1,1,2,98,7.062676,12.793631
5.39453038505052,2.4429685773851,16.5567975302049,5.11830376869553,3.5701984625443,19.2374643535861,1,1,2,99,6.9514737,12.490644
5.83493253823666,2.45987839073098,16.8325124083665,5.33744447149773,3.27441305479596,19.1437001492504,1,1,2,100,6.937547,12.34626
5.97883995018948,2.63424647841922,16.9650432802295,5.41264077725535,3.35552582761542,19.1513925549585,1,1,3,0,6.907356,12.451603
6.27081006541768,3.51606287359946,17.3818504252296,5.60101022855613,4.06932532050243,19.2629120168974,1,1,3,1,6.8734884,12.757171
